price,type,address,url,postcode,number_bedrooms,search_date
1599950.0,4 bedroom flat for sale,"Haverstock Hill, London",/property-for-sale/property-40588389.html,,4,11/10/2016
1595000.0,2 bedroom flat for sale,"One Tower Bridge, London, SE1",/new-homes-for-sale/property-44780145.html,SE1,2,11/10/2016
1595000.0,2 bedroom detached house for sale,"Cromwell Road, Kensington, SW5",/property-for-sale/property-53440066.html,SW5,2,11/10/2016
1595000.0,Property for sale,"North End House, Fitzjames Avenue",/property-for-sale/property-62435237.html,,,11/10/2016
1595000.0,4 bedroom terraced house for sale,"Darlan Road, London",/property-for-sale/property-60251288.html,,4,11/10/2016
1595000.0,4 bedroom terraced house for sale,"Darlan Road, London, SW6",/property-for-sale/property-61648517.html,SW6,4,11/10/2016
1595000.0,3 bedroom flat for sale,"North End House, Fitzjames Avenue, London, W14",/property-for-sale/property-56484337.html,W14,3,11/10/2016
1595000.0,4 bedroom semi-detached house for sale,"Richmond Park Road, East Sheen, SW14",/property-for-sale/property-62461673.html,SW14,4,11/10/2016
1595000.0,2 bedroom flat for sale,"Collingham Place, SW5",/property-for-sale/property-56472082.html,SW5,2,11/10/2016
1595000.0,3 bedroom maisonette for sale,"Sutherland Avenue, London, W9",/property-for-sale/property-62461910.html,W9,3,11/10/2016
1595000.0,5 bedroom terraced house for sale,"Sarsfeld Road, Wandsworth, London, SW12",/property-for-sale/property-61554779.html,SW12,5,11/10/2016
600000.0,2 bedroom ground floor flat for sale,"Larden Road, London",/property-for-sale/property-56033980.html,,2,11/10/2016
1585000.0,2 bedroom apartment for sale,"Bramham Gardens, London, SW5",/property-for-sale/property-44817297.html,SW5,2,11/10/2016
1585000.0,2 bedroom apartment for sale,"Bramham Gardens, London, SW5",/property-for-sale/property-44808477.html,SW5,2,11/10/2016
1575000.0,3 bedroom terraced house for sale,"St. George's Square Mews, London, SW1V",/property-for-sale/property-61845818.html,SW1V,3,11/10/2016
1575000.0,3 bedroom house for sale,"St. Georges Square Mews, London, SW1V",/property-for-sale/property-61865285.html,SW1V,3,11/10/2016
1575000.0,6 bedroom semi-detached house for sale,"Viewfield Road, London, SW18",/property-for-sale/property-55167715.html,SW18,6,11/10/2016
1557500.0,2 bedroom flat for sale,"26, 
Chapter Street, London 
SW1P 4NY",/new-homes-for-sale/property-44795184.html,SW1P,2,11/10/2016
